job_title,company_name,location,salary,avg_salary
"Associate Scientist, CAR-T Biology",Johnson & Johnson Family of Companies,"Spring House, PA",,0.0
Safety Scientist,United Biosource Corporation,"Blue Bell, PA 19422",,0.0
Associate Scientist,Wuxi AppTec,"Philadelphia, PA",,0.0
Data Analyst,Ascensus,"Dresher, PA 19025",,0.0
Data Scientist,Marlin Finance,"Mount Laurel, NJ","$107,000 - $157,000 a year (Indeed est.)",132000.0
"Scientist, Data Science (1 of 2)",Johnson & Johnson Family of Companies,"Spring House, PA",,0.0
"Associate Scientist, biopharmaceutical product sciences",GlaxoSmithKline,"Upper Providence, PA",,0.0
Labware Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",,0.0
Data Scientist,TE Connectivity,"Berwyn, PA 19312",,0.0
Clinical Scientist,Bracket,"Wayne, PA 19087",,0.0
Temporary Data Analyst (Institutional Research),University of the Sciences in Philadelphia,"Philadelphia, PA 19104 (Belmont area)",,0.0
Global Scientific Content Scientist - Vaccines,Merck USA,"Upper Gwynedd, PA",,0.0
Market Research Analyst,iMarketResearch LLC,"Newtown, PA 18940",,0.0
Senior Data Scientist,Vanguard,"Malvern, PA 19355",,0.0
Associate,Exponent,"Philadelphia, PA 19104 (Belmont area)",,0.0
Data Analyst,Ascensus,"Dresher, PA 19025",,0.0
KM Research Analyst,Fox Rothschild LLP,"Philadelphia, PA 19106 (City Center East area)",,0.0
Data Scientist,Radian Group Inc.,"Philadelphia, PA 19103",,0.0
Data Scientist,Marlin Finance,"Mount Laurel, NJ",,0.0
Data Scientist - Product Review Group,Vanguard,"Malvern, PA 19355",,0.0
Planner/Research Analyst,Delaware Valley Regional Planning Commission,"Philadelphia, PA",,0.0
Data Review Scientist,Eurofins Lancaster Laboratories Professional Scien...,"Philadelphia, PA",,0.0
STUDENT COOP,Johnson & Johnson Family of Companies,"Spring House, PA",,0.0
"Associate Scientist, CAR-T",Johnson & Johnson Family of Companies,"Spring House, PA",,0.0
Lab Asst,Temple University,"Philadelphia, PA",,0.0
Environmental Scientist,AECOM,"Conshohocken, PA 19428",,0.0
Safety Data Manager,United Biosource Corporation,"Blue Bell, PA 19422",,0.0
"Associate Scientist, Cell Culture",Johnson & Johnson Family of Companies,"Malvern, PA",,0.0
Characterization Scientist,Eurofins Lancaster Laboratories Professional Scien...,"Malvern, PA",,0.0
BioPharm Early Talent Scientists & Engineers,GlaxoSmithKline,"King of Prussia, PA",,0.0
Health Research Analyst,PHC Group,"Philadelphia, PA",,0.0
Commercialization Support Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",,0.0
Senior Data Scientist,GlaxoSmithKline,"King of Prussia, PA",,0.0
EDUCATION COORDINATOR,University of Pennsylvania,"Philadelphia, PA",,0.0
ELISA Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",,0.0
Cell Culture Scientist,Eurofins Lancaster Laboratories Professional Scien...,"Malvern, PA",,0.0
Research Analyst,Phoenix Marketing International,"Warrington, PA 18976",,0.0
"Associate Scientist, Gene Expression Analysis - Gene Therapy",Amicus Therapeutics,"Philadelphia, PA",,0.0
Process Analyzer Scientist,The Chemours Company,"Wilmington, DE",,0.0
"Associate Scientist, Molecular Biology",Wuxi AppTec,"Philadelphia, PA",,0.0
Quantitative Research Analyst,STEVENS CAPITAL MANAGEMENT,"Philadelphia, PA",,0.0
"Scientist, Analytical Development",The Mentholatum Company,"Horsham, PA 19044",,0.0
Scientist - Water Intelligence,American Water,"Cherry Hill, NJ",,0.0
"Associate Scientist, Bio-Reagent Development- Gene Therapy",Amicus Therapeutics,"Philadelphia, PA",,0.0
STATISTICAL ANALYST A/B,University of Pennsylvania,"Philadelphia, PA",,0.0
Research Scientist,Temple University,"Philadelphia, PA",,0.0
Data Engineer - Contractor,EY,"Philadelphia, PA",,0.0
Junior IT Business Partner - Vertical Lift,BOEING,"Ridley Park, PA",,0.0
Administrative Assistant,Howard Hughes Medical Institute,"Philadelphia, PA",,0.0
Principal Data Scientist,Phenom People,"Ambler, PA 19002",,0.0
Environmental Scientist,Stantec,"West Chester, PA",,0.0
Data Quality Review Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",,0.0
Data Scientist - Immunology Biomarkers,Johnson & Johnson Family of Companies,"Spring House, PA",,0.0
"Senior Associate, Data Scientist",Capital One,"Wilmington, DE 19894",,0.0
Facilities Analyst,BOEING,"Ridley Park, PA",,0.0
Global Scientific Communications Scientist - Oncology,Merck USA,"Upper Gwynedd, PA",,0.0
Senior Modeling Scientist,Johnson Matthey,"Audubon, PA",,0.0
Dispersion Scientist,Axalta Coating Systems,"Philadelphia, PA",,0.0
"Scientist 2, IH","Apex Companies, LLC","Malvern, PA 19355",,0.0
Sr. Scientist - Medical Image Computing,Siemens,"Malvern, PA",,0.0
"Senior Associate Scientist, Residual Impurity Assay Development",Johnson & Johnson Family of Companies,"Malvern, PA",,0.0
Data Scientist,"STRATACACHE, A Family of Companies","Malvern, PA 19355",,0.0
Quality Engineer - Entry Level,BOEING,"Ridley Park, PA",,0.0
"Scientist, Engineering",Merck USA,"West Point, PA",,0.0
Supply Chain Scientist Intern,NFI Industries,"Voorhees, NJ",,0.0
Lead Data Scientist,ITL USA,"Plano, TX",,0.0
Data & Applied Scientist- PCCI,Parkland Health and Hospital System,"Dallas, TX",,0.0
Data Scientist- Multiple Openings,Verveba Analytics,"Richardson, TX",,0.0
Procurement Agent,BOEING,"Dallas, TX 75235 (Love Field area)",,0.0
"Data Scientist, Forecasting & Planning",Fred's,"Dallas, TX",,0.0
R&D Intern,PepsiCo,"Plano, TX 75093",,0.0
Data Scientist,Zimmerman Advertising,"Dallas, TX",,0.0
Data Scientist,Caliber Home Loans,"Coppell, TX 75019",,0.0
Data Scientist,Ericsson,"Plano, TX",,0.0
Data Scientist (Advanced Degree Required),Money Mart Financial Services,"Dallas, TX 75224 (Southwest Dallas area)",,0.0
Research Analyst Intern (Part-time),"DeWolff, Boberg & Associates","Dallas, TX",,0.0
Research Financial Analyst I,Baylor Scott & White Health,"Dallas, TX 75246 (Northeast Dallas area)",,0.0
Research & Development Internships,Mary Kay Inc,"Dallas, TX",,0.0
Enterprise Data Scientist,Parkland Health and Hospital System,"Dallas, TX",,0.0
Data Scientist,Caliber Home Loans,"Coppell, TX 75019",,0.0
Statistical Analyst,Intalytics,"Irving, TX",,0.0
Technology Research Analyst,Vistra Corporate Services Company,"Irving, TX",,0.0
Data Scientist (Advanced Degree Required),Money Mart Financial Services,"Dallas, TX 75224 (Southwest Dallas area)",,0.0
Data Scientist - Payments / FinTech - A FORTUNE Top 50 Best Small Work Place,REPAY,"Dallas, TX",,0.0
Data Analyst,Flowserve Corporation,"Irving, TX 75062",,0.0
R&D Intern,PepsiCo,"Plano, TX 75093",,0.0
Technology Research Analyst,TXU Energy,"Irving, TX 75039",,0.0
Data Scientist,W.R. Berkley,"Irving, TX",,0.0
"Data Scientist, Forecasting & Planning",Fred's,"Dallas, TX",,0.0
data science instructor associate (part-time),The Adecco Group,"Dallas, TX",,0.0
Data Scientist,Boy Scouts of America,"Irving, TX 75038",,0.0
Data Scientist,Impetus Technologies,"Dallas, TX",,0.0
Lead Data Scientist,ITL USA,"Plano, TX",,0.0
Data Scientist,Altice USA,"Plano, TX",,0.0
Data Science Instructor Associate (Part-Time),GA Instructor,"Dallas, TX",,0.0
Statistical Analyst,Intalytics,"Irving, TX",,0.0
Data Analyst,Flowserve Corporation,"Irving, TX 75062",,0.0
Principal Scientist - Dips/Salsa's,PepsiCo,"Plano, TX 75093",,0.0
Accounts Payable Clerk,"HKS, Inc.","Dallas, TX 75201 (City Center District area)",,0.0
Senior Data Scientist,Intuit,"Plano, TX 75086",,0.0
Manager -Talent Acquisition,BOEING,"Plano, TX",,0.0
Technology Research Analyst,TXU Energy,"Irving, TX 75039",,0.0
Technology Research Analyst,Vistra Corporate Services Company,"Irving, TX",,0.0
Data Scientist,JLL,"Allen, TX",,0.0
2019 Summer Guest Experience Analytics & Retention (GEAR) Internship,Toyota,"Plano, TX 75023",,0.0
"School Survey Data Collector -Dallas, TX",ICF,"Dallas, TX",$720 a week,720.0
Statistical Programmer - Junior,STATinMED Research,"Plano, TX 75093",,0.0
Machine Learning Engineer,"Cardinal Intellectual Property, Inc","Dallas, TX",,0.0
Senior-Data Scientist,AT&T,"Plano, TX",,0.0
"Data Analytics Engineer Internship (Irving, TX)",Allstate,"Irving, TX",,0.0
Environmental Intern,APTIM,"Dallas, TX 75234",,0.0
"Associate, Business Analysis | Data Analyst",JP Morgan Chase,"Lewisville, TX 75067",,0.0
Data Scientist,JLL,"Allen, TX",,0.0
Part Time Flood Map Research Analyst,Flood,"Arlington, TX",,0.0
Data Scientist Lead,AAA Texas,"Coppell, TX 75019",,0.0
"Director, Analytics, Student Housing",RealPage,"Richardson, TX 75081",,0.0
Senior Data Scientist,Sabre,"Southlake, TX 76092",,0.0
Statistical Programmer - Junior,STATinMED Research,"Plano, TX 75093",,0.0
Core Engineering - Technology Risk - Security Incident Response Team - TMC - Data Scientist,Goldman Sachs,"Dallas, TX 75201 (City Center District area)",,0.0
Research Analyst,TEGNA,"Dallas, TX",,0.0
Part Time Flood Map Research Analyst,Flood,"Arlington, TX",,0.0
Data Scientist Lead,AAA Texas,"Coppell, TX 75019",,0.0
Research Analyst I FT Dallas,Baylor Scott & White Health,"Dallas, TX 75246 (Northeast Dallas area)",,0.0
Senior Scientist Product Safety,Mary Kay Inc,"Lewisville, TX",,0.0
RollOut Manager,NOKIA,"Irving, TX 75039",,0.0
Research Analyst Intern (Part-time),"DeWolff, Boberg & Associates","Dallas, TX",,0.0
Geologist I,AECOM,"Dallas, TX 75219 (Oak Lawn area)",,0.0
Senior Data Scientist,"Mode Transportation, LLC","Dallas, TX 75252 (Far North area)",,0.0
Data Science Consultant,"JDA Software Group, Inc.","Dallas, TX",,0.0
Molecular Genetics/NGS Scientist,Quest Diagnostics,"Lewisville, TX 75067",,0.0
Environmental Intern,APTIM,"Dallas, TX 75234",,0.0
Assoc Principal Scientist CPI,Mary Kay Inc,"Lewisville, TX",,0.0
Quality Assurance Analyst,"HKS, Inc.","Dallas, TX 75201 (City Center District area)",,0.0
"Vice President, Data Science - Machine Learning",Wunderman,"Dallas, TX",,0.0
"Merchant Services - Associate, Business Analysis - Field Strategy Data Analytics",JP Morgan Chase,"Plano, TX 75024",,0.0
Data Engineer - AWM Production and Infrastructure,JP Morgan Chase,"Plano, TX 75024",,0.0
Machine Learning Engineer,Allstate,"Irving, TX",,0.0
Data Scientist - Cyber Security,Verizon,"Irving, TX 75038",,0.0
Operations Research Analyst- 2019 Summer Intern,Sabre,"Southlake, TX 76092",,0.0
Sr. Scientist Product Development,Pizza Hut Corporate,"Plano, TX",,0.0
Statistical Analyst II (226 Days),Dallas Independent School District,"Dallas, TX",,0.0
Quality Assurance Analyst,"HKS, Inc.","Dallas, TX 75201 (City Center District area)",,0.0
Senior Statistician,Abbott Laboratories,"Irving, TX 75038",,0.0
"Corporate - Forecasting & Capital Solutions, Business Analytics and Data Analysis – Associate",JP Morgan Chase,"Plano, TX 75024",,0.0
"Analyst, Quantitative Analytics","Hilltop Holdings, Inc.","Dallas, TX 75201 (City Center District area)",,0.0
Statistical Programmer,Baylor Scott & White Health,"Dallas, TX 75206 (M Streets area)",,0.0
Principal Data Engineer,Verizon,"Irving, TX 75038",,0.0
Data Scientist - Cyber Security,Verizon,"Irving, TX 75038","$109,000 - $161,000 a year (Indeed est.)",135000.0
Machine Learning Engineer-PCCI,Parkland Health and Hospital System,"Dallas, TX",,0.0
"Manager, Investigations and Data Analysis",FleetPride,"Irving, TX 75039",,0.0
Senior Statistician,Abbott Laboratories,"Irving, TX 75038",,0.0
Principal Data Scientist,Intuit,"Plano, TX 75086",,0.0
Research Technician II - IM - Hematology / Oncology,UT Southwestern Medical Center,"Dallas, TX",,0.0
AI and Machine Learning Engineer - Consultant,Accenture,"Dallas, TX",,0.0
Financial Analyst II - Neuroscience Translational Research Center,UT Southwestern Medical Center,"Dallas, TX","$49,000 - $69,000 a year (Indeed est.)",59000.0
Statistical Programmer,Baylor Scott & White Health,"Dallas, TX 75206 (M Streets area)",,0.0
Machine Learning Scientist Engineer,AllianceData,"Plano, TX",,0.0
Prospect Management & Research Analyst,Texas State Technical College,"Red Oak, TX",,0.0
Human Capital Senior Consultant - Data Scientist,Deloitte,"Dallas, TX 75230 (North Dallas area)",,0.0
Conversion Optimization Specialist,A. H. Belo Corporation,"Dallas, TX 75206 (M Streets area)",,0.0
Data Engineer,A. H. Belo Corporation,"Dallas, TX 75201 (City Center District area)",,0.0
Corporate Quality Assurance Specialist,Daisy Brand,"Dallas, TX 75251 (North Dallas area)",,0.0
Sr. Research Scientist - Neurology,UT Southwestern Medical Center,"Dallas, TX",,0.0
Sr. Machine Learning Scientist,Capital One,"Plano, TX 75086",,0.0
Senior-Advanced Analytics (Data Scientist),AT&T,"Dallas, TX",,0.0
Scientist I,Sonic Healthcare USA,"Austin, TX",,0.0
"Data Scientist - Autonomous Buildings - Austin, TX",Siemens,"Austin, TX 78750",,0.0
Data Scientist/Analyst,"Multi Media, LLC.","Austin, TX 78713 (University Of Texas area)",,0.0
Remote Sensing Data Scientist Associate,University of Texas at Austin,"Austin, TX","$69,500 - $80,000 a year",74750.0
Data Scientist,Applied Systems Inc.,"Austin, TX",,0.0
Chief Data Scientist,Booz Allen Hamilton,"Austin, TX",,0.0
Entry Level Environmental Engineer/Scientist,GSI Environmental,"Austin, TX 78759 (Arboretum area)",,0.0
Data Scientist,DELL,"Round Rock, TX 78664",,0.0
Data Scientist,Amne,"Austin, TX",,0.0
Data Scientist – Customer Success,Zilliant,"Austin, TX 78701 (Downtown area)",,0.0
Operations Research Analyst (Data Scientist),US Department of the Army,"Austin, TX","$51,186 - $114,746 a year",82966.0
Database Developer Intern,Thermo Fisher Scientific,"Austin, TX 73344",,0.0
Senior Data Scientist,Cisco Careers,"Austin, TX",,0.0
Data Science Internship,CACI,"Austin, TX 78759 (Arboretum area)",,0.0
Data Scientist – Customer Success,Zilliant,"Austin, TX 78701 (Downtown area)",,0.0
"Data Scientist, Marketing Analytics",Zynga,"Austin, TX",,0.0
Part Time Data Science Instructor,GA Instructor,"Austin, TX",,0.0
Intern: CTO- IT - Machine Learning Intern (MS level),Electronic Arts,"Austin, TX 78758 (North Austin area)",,0.0
part time data science instructor,The Adecco Group,"Austin, TX",,0.0
Data Engineer/Data Scientist,Booz Allen Hamilton,"Austin, TX",,0.0
Data Scientist,Cerebri AI,"Austin, TX",,0.0
Portfolio Management Assistant Co-op,NOKIA,"Austin, TX 78759 (Arboretum area)",,0.0
"Food Scientist, (Amplify Snack Brands)",The Hershey Company,"Austin, TX",,0.0
"Principal Research/Data Scientist - Round Rock, TX",DELL,"Round Rock, TX 78664",,0.0
"Data Scientist - Autonomous Buildings - Austin, TX",Siemens,"Austin, TX 78750",,0.0
Entry Level Environmental Engineer/Scientist,GSI Environmental,"Austin, TX 78759 (Arboretum area)",,0.0
Data Scientist/Engineer,"Eastern Research Group, Inc.","Austin, TX 78731",,0.0
Data Science Manager,New Knowledge,"Austin, TX",,0.0
Research Scientist (Computer Architecture for Machine Learning),NVIDIA,"Austin, TX",,0.0
Strategic Communications Coordinator,HDR,"Austin, TX 78752",,0.0
"Principal Research/Data Scientist - Round Rock, TX",DELL,"Round Rock, TX 78664",,0.0
Data Scientist,CACI,"Austin, TX 78759 (Arboretum area)",,0.0
Research Engineering/ Scientist Assistant,University of Texas at Austin,"Austin, TX","$23,184 a year",23184.0
Risk Data Scientist,Cerebri AI,"Austin, TX",,0.0
Principal Data Scientist - Remote,Forcepoint,"Austin, TX",,0.0
Fraud Rules Strategist,TSYS,"Austin, TX",,0.0
Multi-Int Data Scientist,CACI,"Austin, TX 78759 (Arboretum area)",,0.0
"Scientist, Preclinical Research",Forbius,"Austin, TX",,0.0
Production Scientist II,Asuragen,"Austin, TX 78744",,0.0
"Learning Partner, Human Resources",JUUL Labs,"Austin, TX","$72,000 - $107,000 a year (Indeed est.)",89500.0
Recruiter,Spredfast + Lithium,"Austin, TX 78731",,0.0
Real Estate Services Tech 1,HDR,"Austin, TX 78752","$33,000 - $44,000 a year (Indeed est.)",38500.0
Dealer Performance Mgmt Consultant II,CDK Global,"Austin, TX 78730",,0.0
Environmental Specialist,SWCA Environmental Consultants,"Austin, TX",,0.0
Intern - Thermal Engineering,Cray,"Austin, TX 78730",,0.0
Data Science Manager,New Knowledge,"Austin, TX","$101,000 - $149,000 a year (Indeed est.)",125000.0
Data Scientist,Cubic Corporation,"Austin, TX","$92,000 - $136,000 a year (Indeed est.)",114000.0
"Strategy & Business Operations: Associate, Finance",JUUL Labs,"Austin, TX",,0.0
Environmental Scientist,Arcadis,"Austin, TX 78703",,0.0
Accelerator Consultant - Sales Expertise,CDK Global,"Austin, TX 78730",,0.0
Big Data Engineer,Cognizant,"Austin, TX",,0.0
Data Engineer,RunTitle,"Austin, TX",,0.0
Field Technician,HDR,"Round Rock, TX 78681",,0.0
Data Scientist for Digital Lab,Siemens,"Austin, TX 78750",,0.0
Principal Data Scientist,Clockwork Solutions,"Austin, TX 78746",,0.0
Account Manager,Wunderman,"Austin, TX",,0.0
Data Science Internship,CACI,"Austin, TX 78759 (Arboretum area)",,0.0
Quality Assurance Specialist – Support Systems,Clinical Pathology Laboratories,"Austin, TX 78705 (Hancock - West Campus area)",,0.0
ELINT Data Analyst,CACI,"Austin, TX 78759 (Arboretum area)",,0.0
Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",,0.0
Operations Research Scientist,General Electric,"Austin, TX 73344",,0.0
Sr. Digital Strategist,Wunderman,"Austin, TX",,0.0
Senior Scientist I - Research,Asuragen,"Austin, TX 78744",,0.0
Pricing Consultant,National Instruments,"Austin, TX",,0.0
Signal Processing and Automation Engineering Scientist,University of Texas at Austin,"Austin, TX","$82,000 - $129,996 a year",105998.0
"Scientist, Protein Engineering",Forbius,"Austin, TX",,0.0
"Research Engineering Scientist Associate II, Department of Neurology",University of Texas at Austin,"Austin, TX","$50,000 a year",50000.0
"Sr. Advisor, Data Science",DELL,"Round Rock, TX 78664",,0.0
Digital Signal Processing Scientist,University of Texas at Austin,"Austin, TX","$82,000 - $129,996 a year",105998.0
Machine Learning Toolchain Engineer,Qualcomm,"Austin, TX 78759 (Arboretum area)",,0.0
Data Engineer,Atlassian,"Austin, TX",,0.0
Sr. Data Engineer 1241362,Cisco Careers,"Austin, TX",,0.0
Field Technician,HDR,"Round Rock, TX 78681",,0.0
"Scientist, Preclinical Research",Forbius,"Austin, TX",,0.0
"Sales Strategy and Operations Manager, Inside Sales, Google Cloud",Google,"Austin, TX 78731",,0.0
Senior Data Scientist / Machine Learning Engineer,PubMatic,"Austin, TX 78704 (South Lamar-South Congress area)",,0.0
Senior Scientist I - Research,Asuragen,"Austin, TX 78744",,0.0
2019 University Management Information System Analyst,Atlassian,"Austin, TX",,0.0
Machine Learning Toolchain Engineer - Staff level,Qualcomm,"Austin, TX 78759 (Arboretum area)",,0.0
Lead Biological Scientist,PAE,"Austin, TX",,0.0
Part Time Data Science Instructor,GA Instructor,"Austin, TX",,0.0
Research Scientist (Computer Architecture for Machine Learning),NVIDIA,"Austin, TX",,0.0
Research Data Engineer,DELL,"Round Rock, TX 78664",,0.0
Interactive Data Visualization Engineer,Merck USA,"Austin, TX",,0.0
Senior Data Scientist / Machine Learning Engineer,PubMatic,"Austin, TX 78704 (South Lamar-South Congress area)",,0.0
"2019 Management Information System Intern (Bay Area, CA and Austin, TX)",Atlassian,"Austin, TX",,0.0
"Senior Advisor, Project/Program Management",DELL,"Austin, TX 73301 (St Edwards area)",,0.0
Managing Director of Experimentation,Charles Schwab,"Austin, TX 73344",,0.0
"Sales Strategy and Operations Manager, Inside Sales, Google Cloud",Google,"Austin, TX 78731",,0.0
Sr. Statistical Analyst,"RetailMeNot, Inc.","Austin, TX 78701 (Downtown area)",,0.0
UX Designer,Sageworks,"Austin, TX",,0.0
Environmental Scientist,Arcadis,"Austin, TX 78703",,0.0
Supervisory Operations Research Analyst,US Department of the Army,"Austin, TX","$104,304 - $135,595 a year",119949.5
Marketing Operations Consultant – Business Intelligence,DELL,"Round Rock, TX 78664",,0.0
"Managing Director, Data Science",Charles Schwab,"Austin, TX 73344",,0.0
Research Analyst II,IHS Markit,"Austin, TX 78731",,0.0
Intern - Hardware Design Engineering,Cray,"Austin, TX 78730",,0.0
"Research Engineering Scientist Associate III, Department of Pediatrics",University of Texas at Austin,"Austin, TX","$55,000 a year",55000.0
"Scientist, Protein Engineering",Forbius,"Austin, TX",,0.0
Data Scientist,Microsoft,"Redmond, WA",,0.0
Entry Level Systems and Data Analyst,BOEING,"Bellevue, WA",,0.0
Data Analyst WOTC,Hasbro,"Renton, WA 98057",,0.0
Data Scientist Intern,Tableau,"Seattle, WA 98107 (Ballard area)",,0.0
Junior Data Scientist,Allstate,"Bothell, WA 98021",,0.0
Data Coordinator II,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,0.0
Machine Learning RSDE Intern,Vulcan Inc.,"Seattle, WA 98104 (First Hill area)",,0.0
"Product Analyst, Data Science",Google,"Seattle, WA",,0.0
Data & Applied Scientist,Microsoft,"Redmond, WA",,0.0
ERP CONTRACT DATA ENTRY OPERATOR (TEMPORARY/HOURLY),University of Washington,"Seattle, WA",,0.0
Data Analyst / Jr. Data Scientist,Logic20/20,"Seattle, WA 98115 (Wedgwood area)",,0.0
Data Coordinator II,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,0.0
Data Scientist,Time Warner,"Seattle, WA",,0.0
Lab I Assoc,Quest Diagnostics,"Seattle, WA 98134 (Industrial Complex area)",,0.0
Entry Level Methods Process Analyst,BOEING,"Seattle, WA",,0.0
Data Analyst WOTC,Hasbro,"Renton, WA 98057",,0.0
"Data Scientist, Analyst (Money & Member)",SoFi,"Seattle, WA",,0.0
Employee Service Center Representative,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,0.0
Machine Learning Annotator,Johnson & Johnson Family of Companies,"Seattle, WA",,0.0
Lab I Assoc,Quest Diagnostics,"Seattle, WA 98134 (Industrial Complex area)",,0.0
"Data Scientist, Sr.",Seattle Children’s,"Seattle, WA",,0.0
Data Scientist,Blue Nile,"Seattle, WA 98109 (Westlake area)",,0.0
Data Scientist,Coso IT,"Redmond, WA",,0.0
Intern Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",,0.0
2019 Technology Internship (Analytics),T-Mobile,"Bellevue, WA",,0.0
Workplace Analytics Data Scientist,Microsoft,"Redmond, WA",,0.0
RESEARCH SCIENTIST 2,University of Washington,"Seattle, WA",,0.0
Data Scientist II,zulily,"Seattle, WA 98121 (Belltown area)",,0.0
Data Scientist,Convoy,"Seattle, WA",,0.0
Workplace Analytics Data Scientist,Microsoft,"Redmond, WA",,0.0
Data & Applied Scientist ll,Microsoft,"Redmond, WA",,0.0
"Data Scientist, Analytics",Facebook,"Seattle, WA 98101 (Downtown area)",,0.0
Research Intern - Machine Teaching,Microsoft,"Redmond, WA",,0.0
Research Analyst Intern (Investment Management),Vulcan Inc.,"Seattle, WA 98104 (First Hill area)",,0.0
"Data Scientist, Sr.",Seattle Children’s,"Seattle, WA",,0.0
Intern - Quantitative Risk Analyst,BECU,"Tukwila, WA",,0.0
Data Scientist,Tableau,"Seattle, WA 98107 (Ballard area)",,0.0
"Data Scientist, Analyst (Money & Member)",SoFi,"Seattle, WA",,0.0
Research Associate I - Bench,Seattle Children’s,"Seattle, WA",,0.0
Office Administrator,BOEING,"Seattle, WA",,0.0
Data Scientist - Groupon Goods,Groupon,"Seattle, WA 98101 (Downtown area)",,0.0
Research Intern - Machine Teaching,Microsoft,"Redmond, WA",,0.0
Data Scientist,EagleView Technologies,"Bellevue, WA 98004 (Downtown area)",,0.0
Researcher – Causality and Machine Learning,Microsoft,"Redmond, WA",,0.0
Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",,0.0
"Data Scientist, Analytics, Intern",Facebook,"Seattle, WA 98101 (Downtown area)",,0.0
RESEARCH SCIENTIST ENGINEER 1,University of Washington,"Seattle, WA",,0.0
Research Associate/Research Scientist in Cell Culture and Discovery/Targeted Proteomics,Institute for Systems Biology,"Seattle, WA 98103 (Green Lake - Wallingford area)",,0.0
Junior Systems & Data Analyst,BOEING,"Auburn, WA 98001",,0.0
Data Scientist,"ExtraHop Networks, Inc.","Seattle, WA 98101 (Downtown area)",,0.0
"Data Scientist, Machine Learning",Lab126,"Seattle, WA",,0.0
Human Factors Scientist,Exponent,"Bellevue, WA 98007 (Lake Hills area)",,0.0
RESEARCH SCIENTIST 2,University of Washington,"Seattle, WA",,0.0
CONTACT CENTER TRAINING SPECIALIST,University of Washington,"Seattle, WA",,0.0
Program Assistant I/II,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,0.0
Research Scientist I - EX,Seattle Children’s,"Seattle, WA",,0.0
"Data Scientist, Machine Learning",Lab126,"Seattle, WA",,0.0
Data Engineer - AI Assistant,Facebook,"Seattle, WA 98101 (Downtown area)",,0.0
Food Science Intern,Continental Mills,"Tukwila, WA",,0.0
Data Engineer,Nintendo of America Inc.,"Redmond, WA 98052",,0.0
Intern: Yield Analytics - Grower Data Modeling,The Climate Corporation,"Seattle, WA",,0.0
RESEARCH SCIENTIST ASSISTANT,University of Washington,"Seattle, WA",,0.0
Product Specialist,BOEING,"Bellevue, WA",,0.0
Technical Research Analyst Intern,Intel,"Seattle, WA 98101 (Downtown area)",,0.0
Senior Data Scientist - Operations (Zillow Offers),Zillow Group,"Seattle, WA 98101 (Downtown area)",,0.0
Test Parts Data Management Specialist - Junior (Level 2),BOEING,"Seattle, WA",,0.0
Data Scientist - Payments Strategy and Operations,T-Mobile,"Bellevue, WA",,0.0
Research Intern - Database Group,Microsoft,"Redmond, WA",,0.0
"Applied Scientist - Machine Learning, Zillow Offers - Intern",Zillow Group,"Seattle, WA 98101 (Downtown area)",,0.0
"Data Scientist, Growth & Analytics",Facebook,"Seattle, WA 98101 (Downtown area)",,0.0
"Data Scientist, Machine Learning",Lab126,"Seattle, WA",,0.0
Data Scientist - Geospatial Inference and Machine Learning,Facebook,"Seattle, WA 98101 (Downtown area)",,0.0
Sr Data Scientist,T-Mobile,"Bellevue, WA",,0.0
Data Engineer,Microsoft,"Redmond, WA",,0.0
Principal Data Scientist,T-Mobile,"Bellevue, WA",,0.0
Senior Data Scientist,Convoy,"Seattle, WA",,0.0
"Data Scientist, Engineering",Google,"Seattle, WA",,0.0
Applied Research Intern - Deep Learning Autonomous Vehicles,NVIDIA,"Redmond, WA",,0.0
CORE - Data Scientist,Logic20/20,"Seattle, WA 98115 (Wedgwood area)",,0.0
"Product Manager, Data Lake - Intern",Zillow Group,"Seattle, WA 98101 (Downtown area)",,0.0
Advanced Technologist - Data Scientist Advocate Lead,BOEING,"Bellevue, WA",,0.0
Data Analyst 2 - Consumer Research and Insights (Business Intelligence),Nordstrom,"Seattle, WA",,0.0
"Data Scientist, Analytics - Ads Foundations",Facebook,"Seattle, WA 98101 (Downtown area)",,0.0
Research Intern - Affective Computing,Microsoft,"Redmond, WA",,0.0
Methods Process Analyst,BOEING,"Seattle, WA",,0.0
Data Scientist,TenPoint7,"Seattle, WA",,0.0
Research Associate/Staff Scientist: Climate and Energy Policy,Stockholm Environment Institute - U.S.,"Seattle, WA",,0.0
Data Science Engineer Internship,Cambia Health,"Seattle, WA",,0.0
Food Science Intern,Continental Mills,"Tukwila, WA",,0.0
